2025-10-23 14:20:09 | INFO     | APP      |                     | Stopping REST Server
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.297ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.518ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.275ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.357ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.289ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.633ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.398ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.165ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.043ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.694ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [4.184ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [6.258ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.281ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.247ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.919ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [3.534ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [7.355ms] [rows:1] SELECT * FROM "auth_user_roles" WHERE role_id = 1 ORDER BY "auth_user_roles"."user_id" LIMIT 1
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [7.732ms] [rows:1] SELECT * FROM "auth_users" WHERE login = 'admin' ORDER BY "auth_users"."id" LIMIT 1
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [8.701ms] [rows:1] SELECT * FROM "auth_users" WHERE "id" = 1024 ORDER BY "auth_users"."id" LIMIT 1
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [11.630ms] [rows:0] SELECT "auth_tasks"."id","auth_tasks"."name","auth_tasks"."type","auth_tasks"."user_id","auth_tasks"."status","auth_tasks"."created_at","auth_tasks"."updated_at" FROM "auth_tasks" WHERE status IN ('running','pending') ORDER BY auth_tasks."created_at" ASC
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [8.198ms] [rows:1] SELECT * FROM "auth_profiles" WHERE user_id = 1024 ORDER BY "auth_profiles"."id" LIMIT 1
2025-10-23 14:20:28 | DEBUG    | DB       |                     | [7.051ms] [rows:3] SELECT * FROM "auth_configs"
2025-10-23 14:20:28 | INFO     | APP      |                     | Starting REST Server
2025-10-23 14:20:59 | INFO     | APP      |                     | Stopping REST Server
2025-10-23 14:20:59 | INFO     | APP      |                     | Окончание работы системы
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.407ms] [rows:0] SELECT * FROM "auth_config_files" WHERE "auth_config_files"."config_key" = 'auth'
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.151ms] [rows:1] SELECT * FROM "auth_configs" WHERE key = 'auth' ORDER BY "auth_configs"."key" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.758ms] [rows:0] SELECT * FROM "auth_config_files" WHERE "auth_config_files"."config_key" = 'audit'
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [7.863ms] [rows:1] SELECT * FROM "auth_configs" WHERE key = 'audit' ORDER BY "auth_configs"."key" LIMIT 1
2025-10-23 14:21:03 | INFO     | APP      |                     | Начало работы системы
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [11.333ms] [rows:0] ALTER SEQUENCE public.auth_users_id_seq RESTART WITH 1024
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.526ms] [rows:10] SELECT * FROM "auth_permissions"
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.948ms] [rows:10] SELECT * FROM "auth_permissions"
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.241ms] [rows:1] SELECT * FROM "auth_roles" WHERE name = 'SuperAdmin' ORDER BY "auth_roles"."id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.194ms] [rows:1] SELECT * FROM "auth_roles" WHERE name = 'LdapBroker' ORDER BY "auth_roles"."id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.700ms] [rows:0] DELETE FROM "auth_role_permissions" WHERE role_id IN (1,2) AND permission_id NOT IN (1,2,3,4,5,6,7,8,9,10)
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.190ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,1,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.235ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,1,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.313ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,2,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.549ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,2,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.509ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.047ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.116ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.095ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.840ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.938ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.971ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.255ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.830ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.875ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.979ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.052ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.573ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.420ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [4.175ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [3.836ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.650ms] [rows:1] SELECT * FROM "auth_user_roles" WHERE role_id = 1 ORDER BY "auth_user_roles"."user_id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.749ms] [rows:1] SELECT * FROM "auth_users" WHERE login = 'admin' ORDER BY "auth_users"."id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.020ms] [rows:1] SELECT * FROM "auth_users" WHERE "id" = 1024 ORDER BY "auth_users"."id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.193ms] [rows:0] SELECT "auth_tasks"."id","auth_tasks"."name","auth_tasks"."type","auth_tasks"."user_id","auth_tasks"."status","auth_tasks"."created_at","auth_tasks"."updated_at" FROM "auth_tasks" WHERE status IN ('running','pending') ORDER BY auth_tasks."created_at" ASC
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [8.993ms] [rows:1] SELECT * FROM "auth_profiles" WHERE user_id = 1024 ORDER BY "auth_profiles"."id" LIMIT 1
2025-10-23 14:21:03 | DEBUG    | DB       |                     | [7.777ms] [rows:3] SELECT * FROM "auth_configs"
2025-10-23 14:21:03 | INFO     | APP      |                     | Starting REST Server
2025-10-23 14:22:03 | DEBUG    | DB       |                     | [16.699ms] [rows:0] DELETE FROM "auth_users_blocked" WHERE blocked_at <= '2025-10-23 10:22:03.446'
2025-10-23 14:22:34 | INFO     | APP      |                     | Stopping REST Server
2025-10-23 14:22:34 | INFO     | APP      |                     | Окончание работы системы
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.564ms] [rows:0] SELECT * FROM "auth_config_files" WHERE "auth_config_files"."config_key" = 'auth'
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.450ms] [rows:1] SELECT * FROM "auth_configs" WHERE key = 'auth' ORDER BY "auth_configs"."key" LIMIT 1
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.000ms] [rows:0] SELECT * FROM "auth_config_files" WHERE "auth_config_files"."config_key" = 'audit'
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [6.118ms] [rows:1] SELECT * FROM "auth_configs" WHERE key = 'audit' ORDER BY "auth_configs"."key" LIMIT 1
2025-10-23 14:22:35 | INFO     | APP      |                     | Начало работы системы
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [9.017ms] [rows:0] ALTER SEQUENCE public.auth_users_id_seq RESTART WITH 1024
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.750ms] [rows:10] SELECT * FROM "auth_permissions"
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.891ms] [rows:10] SELECT * FROM "auth_permissions"
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [8.076ms] [rows:1] SELECT * FROM "auth_roles" WHERE name = 'SuperAdmin' ORDER BY "auth_roles"."id" LIMIT 1
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.673ms] [rows:1] SELECT * FROM "auth_roles" WHERE name = 'LdapBroker' ORDER BY "auth_roles"."id" LIMIT 1
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.256ms] [rows:0] DELETE FROM "auth_role_permissions" WHERE role_id IN (1,2) AND permission_id NOT IN (1,2,3,4,5,6,7,8,9,10)
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.976ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,1,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [2.869ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,1,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.114ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,2,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.750ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,2,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.557ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.972ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,3,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.934ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.766ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,4,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.291ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.562ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,5,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.243ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.239ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,6,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.641ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.479ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,7,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.496ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.273ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,8,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.571ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [2.768ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,9,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [4.418ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (1,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [3.427ms] [rows:1] INSERT INTO "auth_role_permissions" ("role_id","permission_id","read","write","exec") VALUES (2,10,true,true,true) ON CONFLICT ("role_id","permission_id") DO UPDATE SET "read"="excluded"."read","write"="excluded"."write","exec"="excluded"."exec" RETURNING *
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.679ms] [rows:1] SELECT * FROM "auth_user_roles" WHERE role_id = 1 ORDER BY "auth_user_roles"."user_id" LIMIT 1
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [6.998ms] [rows:1] SELECT * FROM "auth_users" WHERE login = 'admin' ORDER BY "auth_users"."id" LIMIT 1
2025-10-23 14:22:35 | DEBUG    | DB       |                     | [7.524ms] [rows:1] SELECT * FROM "auth_users" WHERE "id" = 1024 ORDER BY "auth_users"."id" LIMIT 1
